stage,index,year,version,page,Article_Name,length_of_article,paragraph,2500Bott,Bottid,singlebott,bott_list,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,Unnamed:_34,Unnamed:_0,Unnamed:_35
1.0,560,2022,March-April-2022---Sourcebook,98,phenix,8,"The 2021 Cheltenham Festival was a watershed moment not only for Phenix but for the streaming industry as a whole.It was the first time streaming content was delivered in real time—less than 1/2 second of delay or latency—AND at scale to 500,000 fans/punters concurrently.Cheltenham is the most popular week of horse racing in the U.K.The Festival takes place over four days, and each day has seven races for a total of 28 races.Phenix streamed EVERY race to at least 100,000 concurrent fans in real time, with several topping 300,000 and the highest at nearly 500,000.Perhaps most importantly, it was a seamless experience with NO ",1,12,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,660,2022,March-April-2022---Sourcebook,112,"_x0007_Testing EVC, VVC, and LCEVC",62,"The XEVE encoder produced the Baseline EVC file in under 2x the H.264 encoding time, which was impressive. While the Main profile encoding time looks slow, remember that AV1 was about 45,000 times real time when I first tested it back in 2018. Look how far it has come, essentially having the same encoding speed as x265 using the very slow preset. ",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,780,2022,March-April-2022---Sourcebook,129,Encoding With FFmpeg 5.0 By Jan Ozer,50,"Setting the I-Frame Interval The x264 codec uses three different frame types during encoding: I-frame, B-frame, and P-frame. I-frames are self-contained frames that must appear at the start of a file or file segment; otherwise, they might not play correctly. During ABR playback, the player retrieves multiple file segments and plays them back in sequence. So, one key requirement during encoding is to ensure that the first frame in every segment is an I-frame. ",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,820,2022,March-April-2022---Sourcebook,135,the 2022 streaming media industry directory,187,"Ateme has repeatedly innovated in fields ranging from visual quality to smart caching and analytics. Its multiple-awardwinning R&D teams ensure that Ateme remains a future-proof partner through active participation in forums and associations including DVB, SMPTE, ATSC, AOM, MPEG Streaming Video Alliance, CMAF-IF and 3GPP.",1,"2,5,23",0,0,"0,1",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
0.0,860,2022,March-April-2022---Sourcebook,139,the 2022 streaming media industry directory,187,"Harmonic, the worldwide leader in video delivery, enables media companies and service providers to deliver nextgeneration streaming services to consumers globally. Powering millions of simultaneous streams, thousands of live channels, and countless VOD requests, Harmonic’s VOS®360 cloud streaming platform, combined with world-class 24x7 support and DevOps services, is changing the way operators monetize live and on-demand content on every screen.",1,"14,18",0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,980,2022,March-April-2022---Sourcebook,151,the 2022 streaming media industry directory,187,"Veset provides software-as-a-service platforms for cloud-based linear playout. Broadcasters, media-content owners and service providers can use Veset’s solutions to create and manage linear TV channels. Founded in 2011 Veset is focused on delivering a new generation of professional solutions for linear and live channels and was one of the first to deploy a native AWS-based linear channel management platform for video content owners.",1,14,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,100,2023,May-June-2023,14,Warner Bros. Discovery SVP Renard T. Jenkins Talks About Managing WBD’s Massive Production Pipeline NADINE KREFETZ.,52,"Krefetz: What things are you doing differently now than you were 5 or 10 years ago? Jenkins: A lot of our older processes were well­planned and are still used, but we’ve become more efficient through the use of something that was in its early stages 10 years ago, but is now ubiquitous: wireless video monitoring.",1,13,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
1.0,140,2023,May-June-2023,19,Mastering Live Streaming At Scale: The Final Frontier,14,"MAKE CAPTION ENCODING EASY WITH FALCON By combining LEXI 3.0 with Ai-Media’s Falcon encoder, you can get a fully  cloud, self-service platform that makes captioning your RTMP/S streams a breeze.",1,14,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,
1.0,160,2023,May-June-2023,21,HESP,15,"HESP’s low-latency capabilities stem from the same principle. By allowing startup of a stream on any frame, and by being able to execute this very fast, client buffers required to ensure stability can be reduced, effectively reducing latency as well. In current tests, production deployments of HESP can perform stream startup within a few hundred milliseconds, allowing for stable playback at latencies as low as 700ms–900ms.",1,12,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,
1.0,220,2023,May-June-2023,28,Streaming Media’s Trendsetting Products and Services of 2023 STEVE NATHANS-KELLY AND TYLER NESLER.,99,"MediaKind M E D I A K I N D .C O M MK Engage—This DTC video streaming engine delivers highquality video at scale while simplifying streaming service management. MK Engage provides a comprehensive solution for independent content owners, sports leagues, and broadcasters that are looking to distribute their video in the most convenient way possible, while also giving them access to powerful APIs and player SDKs so that they can easily deliver high-quality video to any web, mobile, or connected TV application.",1,"15,16",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,23.0,
2.0,300,2023,May-June-2023,38,How to Launch a FAST Channel TYLER NESLER.,35,"Regarding the issues of discoverability and distribution challenges for niche FAST channels, Kontonis says, “Driving viewership is the most challenging.Hundreds of FAST channels are fighting for your viewers.This means that viewer acquisition costs can skyrocket at times.Without a clear and visible difference along with a true value proposition, you may be fighting a losing battle.",1,29,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,41.0,
1.0,320,2023,May-June-2023,41,A Broadcaster’s Cloud Migration Primer NADINE KREFETZ,25,"The engineer I spoke with discusses such a sporting event: “We wanted to scale to an audience we wouldn’t be able to reach with the on-premise infrastructure.Either we had to go and buy a lot more hardware, or we had to find another solution.That’s where the cloud came in.We’re likely to have somewhat similar peaks to other streaming services, but because we have live, it might not be the same sort of peak we see as somebody who has mainly VOD.” ",1,"13,14",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,52.0,
0.0,380,2023,May-June-2023,49,Scale Matters: How to Deliver Five-Nines Streams to Global Live Audiences STEVE NATHANS-KELLY,43,"Benjamin Franklin famously said, “Failing to prepare is preparing to fail.” But when it comes to streaming at scale, with its seemingly innumerable potential points of failure, preparing specifically for failure—or at least identifying where your stream might fail and determining exactly what you’ll do when it does—may be the surest way to prepare to succeed, as paradoxical as that may seem.",1,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62.0,
1.0,80,2023,July-August-2023,14,SPONSORED CONTENT The Ultimate Guide to Live Encoding CHECKLIST REPORT,23,"Consider the fact that a large number of live streaming viewers will consume a single live event across at least two devices—whether sitting in the comfort of their living room, watching the big game on a smart TV, while also interacting with “watch party” friends on a second screen, or just watching part of the event on a mobile device while in transit between work and home—and it’s easy to see that live streaming workflows are much more complex than they were even four or five years ago.",1,15,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
1.0,180,2023,July-August-2023,23,"Q&A With Yazmin Wickham, Scripps Networks’ Senior Director of Product NADINE KREFETZ",79,"Let’s say somebody is constantly on the move.The video product that you need to build will need to have super-low latency and be easily accessible.Also, it probably needs to be shortform content from 30 seconds to 30 minutes.Your UX needs to lean toward the larger side, even though it’s in a mobile product.",1,"17,18",0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,23.0,
0.0,280,2023,July-August-2023,34,The State of VVC Adoption and Implementation JAN OZER,44,• VVC should deliver more than 40%  greater efficiency than HEVC and 10%–15% greater efficiency than AV1 for VOD deployments. These numbers will be lower for live deployments.,1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.0,
2.0,320,2023,July-August-2023,40,Server-Side vs. Client-Side Ad Insertion: Which Side Are You On? NADINE KREFETZ,44,"“From the publisher ad server perspective, one of the things that we’re really focused on is trying to have consistent integrations,” says Mitchell.“Whether it’s client-side ad insertion, server-side ad insertion, owned-and-operated, or distribution to walled gardens, we’re continuing to build out our tools that help our publishers to get to the bottom of all of these issues that can come up across all of these disparate distribution endpoints.”",1,29,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,46.0,
0.0,360,2023,July-August-2023,47,Practical Approaches to Sustainable Streaming TIM SIGLIN,44,"CDN representatives note, rightly, that they’re acutely aware of power consumption each month as they pay power bills, so it is in their best interest to balance customerconsumer demand while also maintaining a reasonable rate of power consumption.To be clear, we’re not advocating for an “always off” mode, but it’s a bit ironic that today’s IP-based media infrastructure is somewhat akin to the “almost always on” approach the industry took with the “sleep mode” for the DVR-equipped devices mentioned previously.",1,2,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0
1.0,400,2023,July-August-2023,54,Magewell USB Fusion REVIEW DERRICK FREEMAN.,30,"For this review, I wanted to learn how well USB Fusion could work as a video production switcher in an educational production scenario like our webcast series. I appreciated the ease of use for adding media and creating Presentations. Both the web UI and USB Fusion app were simple to use. I liked how information added to Presentations was automatically saved. Features that stood out to me were video playback, screencasting, and the ability to add webpages. I also thought the annotation and  telestration features were outstanding. The video playback features make it easy for presenters and producers to share videos during a production. The ability to share information on local devices with screencasting and to share webpages gives streaming producers more ideas for what they can do in their productions. I also appreciate the ad hoc and scheduled recording option on USB Fusion. This allows producers to confirm that their content is recorded. For viewing the audio levels of sources, it would be helpful if there were wider VU meters to make it easier to see them. ",1,13,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.0,
